ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDYuAx6q6,10/01/17 05:41,1170298,20753,35368,7122654,a,Edge,Tablet,0
IDAB11JWI,11/01/17 17:19,6808563,110668,48430,55420443,e,Firefox,Mobile,0
IDSvH6HuA,15/01/17 09:44,,448101,25491,56464503,b,Mozilla,Desktop,0
IDLSGmcHw,12/01/17 14:48,9516701,730841,82877,54692138,f,,Mobile,0
IDXvXOQWg,16/01/17 19:36,9733560,401172,33638,79906734,a,IE,Mobile,1
IDTI2teNl,18/01/17 10:20,3983536,689518,42227,30860214,d,InternetExplorer,Desktop,0
ID3qxh1DI,17/01/17 15:16,,824440,68947,30860214,a,Mozilla Firefox,Desktop,0
IDW550GfI,14/01/17 16:08,2405075,972040,82877,33832190,f,Edge,Tablet,0
IDWesl28h,12/01/17 12:56,7724256,328284,21407,80645978,a,Firefox,,0
IDemDpP5U,19/01/17 05:55,,843918,10327,74868704,a,Edge,Tablet,0
IDUHFq5on,11/01/17 16:36,3487247,752948,72276,52437512,a,InternetExplorer,Desktop,0
IDtVK9ZO3,12/01/17 10:18,,150140,96184,57500672,c,,Desktop,1
IDcjMLAzP,18/01/17 16:21,2696203,158600,8414,24374189,a,Firefox,Mobile,0
IDYh8ixzs,14/01/17 09:10,5975730,464769,87732,555603,f,Mozilla Firefox,Desktop,0
IDfx6hIDY,18/01/17 06:18,945455,171287,54336,57977218,c,Edge,,0
IDV8k0bMH,16/01/17 14:11,,876871,40339,43452411,f,Firefox,Mobile,0
IDXUepA6x,12/01/17 17:38,3120419,102141,43897,74868704,a,Firefox,Mobile,0
IDHZIaGpS,18/01/17 13:47,4004853,21747,3643,79906734,a,Firefox,Mobile,0
IDs420vHb,14/01/17 15:58,4695950,789951,82877,21873352,b,Firefox,Mobile,0
IDnoN1HLU,12/01/17 18:39,6937061,268952,904,74363610,b,Edge,Tablet,0
IDKY8V6MR,16/01/17 17:03,9701859,341319,92902,31261303,b,Edge,Tablet,0
IDoEA0Vvc,11/01/17 09:48,2342470,481133,17714,74363610,a,Edge,Tablet,0
IDaL14gw5,18/01/17 17:50,5052360,483899,28270,99684291,b,Internet Explorer,,0
IDMVSNYhd,17/01/17 13:20,3093968,469930,35046,31388981,a,Edge,Tablet,0
IDbz6F4kn,14/01/17 20:24,8542396,78467,68947,81968512,d,Google Chrome,Mobile,1
IDn721fW0,12/01/17 09:07,8003557,120088,5602,19722865,b,,Mobile,0
IDjixDIvE,12/01/17 10:19,6128186,752112,25516,57977218,b,Edge,Tablet,0
IDGXU8qRH,10/01/17 16:27,6589355,255635,5602,76683174,d,,Desktop,0
IDvjRJLGt,13/01/17 13:34,9138375,139942,42227,95013373,b,Firefox,Mobile,0
IDqByV3I9,12/01/17 18:38,2627839,854687,46510,2050923,b,Firefox,Mobile,0
IDTAVtc7j,14/01/17 09:49,,668032,62416,555603,b,Mozilla,Desktop,0
IDNY33ZqW,11/01/17 16:26,5063609,501702,82877,2835657,c,InternetExplorer,,0
IDQYDOSYQ,14/01/17 15:29,2208448,601530,81229,98166279,a,Firefox,Mobile,0
IDovTCe7W,15/01/17 16:36,8794552,754322,21380,80720921,a,Firefox,Mobile,0
IDoN4I64B,11/01/17 16:30,5830430,243348,41706,4000296,b,Firefox,,0
IDoLOjL6c,20/01/17 09:19,9378206,784985,11837,43770446,b,IE,,0
IDJQRbWgT,17/01/17 15:18,4319791,452666,26962,77896159,b,Edge,Tablet,0
IDOE4AN8S,14/01/17 11:03,,560626,40339,12247975,b,Mozilla Firefox,Desktop,0
IDzbCuf4D,11/01/17 15:15,4094409,428033,22023,23588197,b,IE,Mobile,0
IDq9b9yuN,11/01/17 12:15,6896094,617985,33638,23981625,b,Edge,Tablet,0
IDrfUvd5c,19/01/17 08:34,8061693,919927,6906,71165566,b,Safari,,0
IDzms0HXz,13/01/17 09:20,3511924,275866,42227,82947221,b,Edge,Tablet,0
IDzfua1dI,14/01/17 14:05,1459690,61181,25516,1189152,a,Google Chrome,Mobile,0
ID3NGuCc5,12/01/17 04:02,2290152,265267,42227,50706198,e,Mozilla Firefox,,0
ID6rDMlsL,17/01/17 15:09,3963904,567524,55686,17488931,b,Edge,,0
IDrMBQtzk,19/01/17 21:41,4039199,176918,41640,74868704,a,Edge,,0
IDddZumhP,19/01/17 16:27,3983536,655338,53956,28048367,a,Mozilla,,0
IDnSSUsL2,11/01/17 15:00,3541258,362251,42227,70821774,c,InternetExplorer,Desktop,0
ID8GpP0U8,13/01/17 00:07,,485907,79668,81758577,e,Firefox,Mobile,0
IDVHeOJux,15/01/17 08:40,9876407,554561,17714,74363610,f,Mozilla,Desktop,0
IDV4s013X,20/01/17 11:49,1247926,975788,6906,99510044,b,Edge,Tablet,0
IDtTAhw0j,18/01/17 17:04,9157920,823386,74263,27723861,f,Firefox,Mobile,0
ID93PeHU5,14/01/17 07:12,2978042,296599,44388,29916445,e,Edge,,0
IDaAjR1un,10/01/17 16:29,,367502,84974,27723861,e,Safari,Tablet,0
IDnl376oE,13/01/17 13:14,,476024,33638,4000296,b,Mozilla,Desktop,0
IDIoI9jjU,11/01/17 19:48,132504,944312,1678,51637733,b,Internet Explorer,Tablet,0
IDK0fccH5,14/01/17 15:23,1605863,149291,53956,90093962,a,Firefox,Mobile,0
ID9bNqxQW,20/01/17 12:16,3767133,433254,92704,93157824,b,Mozilla,,0
IDCqpJycQ,16/01/17 16:08,4611514,917485,10345,33683592,f,Firefox,Mobile,0
IDErTU8y0,15/01/17 14:46,8325929,591244,43897,46512126,e,Edge,Tablet,0
IDt5dTe5R,12/01/17 06:08,2739523,81843,20322,95302954,c,Safari,Tablet,1
IDb4KAoPd,13/01/17 15:19,4854892,167290,9764,57977218,d,Firefox,Mobile,0
IDPP7ifan,20/01/17 06:18,7082783,88987,54916,7864011,b,Firefox,,0
IDxjpC8J6,13/01/17 14:45,4583131,770662,6906,99510044,b,Edge,,0
IDT6ijkSi,13/01/17 17:17,7285520,349178,34670,41475976,c,Internet Explorer,,0
IDJyjt2wJ,14/01/17 16:59,9295033,183221,15124,99558603,b,Firefox,Mobile,0
ID9eRk0C7,11/01/17 19:35,6631385,759492,2053,63492765,b,Firefox,Mobile,0
IDcquTFuX,13/01/17 14:14,1117497,680087,70409,8837581,b,Mozilla,Desktop,0
IDfG9XEYN,20/01/17 13:40,6687594,144041,6906,99510044,f,Edge,Tablet,0
IDsAexVny,19/01/17 08:16,5174735,438610,10345,26461535,a,Mozilla Firefox,Desktop,0
IDsYIOqg5,19/01/17 09:53,9488377,934220,55686,26391770,a,Mozilla Firefox,Desktop,0
IDMPxcLm1,20/01/17 12:31,4434193,58008,80554,57977218,e,Edge,Tablet,0
IDATll8fo,13/01/17 09:16,8632766,363407,97863,87807327,b,Mozilla,,0
ID2gPwXq7,18/01/17 06:46,9688010,661242,6906,99510044,b,IE,Mobile,0
ID95zz97g,10/01/17 07:22,5704411,495771,17714,74363610,f,Edge,Tablet,0
IDzxqRsCS,14/01/17 14:37,7209029,770202,904,26391770,a,InternetExplorer,Desktop,0
IDlkoPwVB,18/01/17 11:00,3823971,500345,87895,17488931,b,Chrome,Desktop,0
IDcs6otLR,10/01/17 14:13,529342,411993,25491,74868704,b,Firefox,Mobile,0
IDc8viiuo,16/01/17 13:58,4244504,451110,82877,38492160,e,Google Chrome,Mobile,0
IDJSfw1y5,13/01/17 07:13,7978391,922641,68947,81968512,e,Edge,Tablet,0
IDBkSXGyY,18/01/17 10:13,5127798,406454,97863,56008048,b,Edge,Tablet,0
IDaRpW1Ig,11/01/17 17:56,7642593,984253,76239,99096064,d,,Desktop,1
IDuYsl93C,18/01/17 12:00,7371777,516194,8414,555603,b,Mozilla Firefox,,0
IDojERfcP,14/01/17 07:21,994645,157654,79668,26461535,c,Google Chrome,Mobile,1
IDlXLegWQ,14/01/17 16:28,2433344,789136,57029,74363610,f,Firefox,Mobile,0
IDLS6QtV9,12/01/17 07:55,2718593,105213,42227,43179292,b,Firefox,Mobile,0
IDIZL7jcD,12/01/17 11:01,7119464,876688,8467,78406516,b,InternetExplorer,Desktop,0
IDe6U8txX,12/01/17 16:46,7031432,62191,92902,31261303,b,Edge,Tablet,0
IDbDhfD4W,16/01/17 12:24,6659479,943097,21407,21267655,c,Firefox,Mobile,0
ID24wN0k3,20/01/17 17:43,4858374,55332,25491,79474990,a,Edge,Tablet,0
IDoSatBki,18/01/17 03:56,1950009,898669,33033,36994522,a,Firefox,Mobile,0
ID3pAjlSS,13/01/17 15:35,9543831,568373,12211,50595884,f,Firefox,Mobile,0
IDZZjFHoU,16/01/17 13:41,3473032,556046,71531,7122654,a,Google Chrome,Mobile,0
IDeq8QJBV,13/01/17 10:53,5317466,871455,54916,74363610,a,Edge,Tablet,0
IDDZZFqnv,18/01/17 08:39,7703704,36641,87732,18481500,d,Edge,Tablet,0
ID0UQ0DRl,11/01/17 12:48,4866826,992672,48498,54526992,b,Firefox,Mobile,0
IDmB0Nn00,19/01/17 13:51,8453809,614678,48498,93157824,a,Firefox,Mobile,0
IDyCKJrqd,19/01/17 12:16,487657,726166,40339,43452411,f,Chrome,Desktop,0
IDgh8Gfpj,16/01/17 17:03,6922109,843918,10327,74868704,a,Mozilla,Desktop,0
ID3xLfBl6,12/01/17 10:53,2592085,477425,80554,61940782,e,Firefox,Mobile,0
ID20gfKos,20/01/17 17:17,4952052,941982,80554,74868704,f,Edge,Tablet,0
IDEG8wLwM,12/01/17 13:49,3613871,328284,21407,80645978,b,Edge,Tablet,0
IDHdKlkQ0,13/01/17 12:45,4736722,466225,54916,58321067,b,Edge,Tablet,0
IDZpHkrrl,12/01/17 14:26,8104272,700891,55541,91553313,e,,,0
IDcEiL3tm,18/01/17 13:34,3936837,32180,43897,46512126,a,Edge,Tablet,0
IDq5248uY,19/01/17 14:07,5005455,689046,80554,7122654,e,Mozilla,,0
ID4yHOtHI,13/01/17 17:47,1563278,744798,20322,30860214,b,Firefox,Mobile,0
IDaDy9S83,11/01/17 17:51,6249216,414668,80554,7122654,b,Mozilla,Desktop,0
ID00Qs3hL,12/01/17 18:06,4737570,356072,92902,78406516,b,Firefox,Mobile,0
IDni2YXCr,19/01/17 07:15,2023459,316395,7107,99684291,a,Firefox,Mobile,0
IDKTht72V,17/01/17 13:18,3644053,733063,45287,27723861,a,Mozilla,Desktop,0
IDvpmEAG2,13/01/17 13:15,3747369,82084,82877,96206255,b,Mozilla Firefox,Desktop,0
ID6vdd6Iw,18/01/17 11:52,7682895,203542,73362,86289887,b,Edge,,0
ID6Gcfxvn,15/01/17 15:59,5974125,234776,61208,39603421,a,Mozilla,Desktop,0
ID53BGd80,14/01/17 13:51,9698879,456171,98552,16150900,c,Firefox,Mobile,0
IDHBOsoha,11/01/17 10:15,5303825,868242,61302,26391770,b,Mozilla,Desktop,0
IDMigJwT4,16/01/17 10:31,3003417,949570,6747,1084693,c,InternetExplorer,Desktop,1
IDSEToefW,11/01/17 11:23,5758045,324535,87895,57977218,a,Google Chrome,Mobile,0
IDnHvfqZO,17/01/17 08:50,4108103,488982,17714,26391770,b,Firefox,Mobile,0
ID5YeEqKX,20/01/17 15:58,4011360,985110,10345,33683592,b,Firefox,Mobile,0
IDFa7dAlH,17/01/17 10:19,3270397,844462,95113,65017662,f,Firefox,Mobile,0
IDcmwWiTq,13/01/17 17:09,6985600,189128,80554,9556126,b,Firefox,Mobile,0
IDGpyijBr,11/01/17 03:23,3032554,62970,45620,31388981,a,Mozilla Firefox,Desktop,0
IDlS2pupF,15/01/17 14:39,7968906,225046,93286,27723861,b,Chrome,,0
IDjLrp18G,20/01/17 15:30,6292276,79398,6906,99510044,b,Mozilla,Desktop,0
IDfGDkNOe,13/01/17 10:45,2207800,802264,17714,74868704,c,InternetExplorer,Desktop,1
IDZDr81GV,16/01/17 07:24,3807321,108607,17714,61682792,b,,Desktop,0
IDEcAOovm,13/01/17 12:57,4548987,245960,41706,47079934,d,Edge,Tablet,0
IDAIyJ8ys,17/01/17 14:53,4240766,247712,45287,26391770,b,Chrome,Desktop,0
ID4CLF6hK,18/01/17 10:27,7537710,178941,92704,54526992,a,Mozilla,Desktop,0
IDfehpAQ7,16/01/17 05:53,4314287,796454,97863,56008048,b,Edge,,0
IDhJKtMad,10/01/17 18:13,788433,950174,904,74363610,d,Firefox,Mobile,0
IDDg5ELbF,16/01/17 12:40,7841213,373423,17714,29916445,e,Edge,Tablet,0
IDYlUN2WA,11/01/17 18:26,8819842,664174,54916,99558603,b,Firefox,Mobile,0
IDVPG94dU,18/01/17 16:33,3297631,169318,14960,47079934,a,InternetExplorer,Desktop,0
IDRpXATKN,11/01/17 11:21,1063066,640313,82396,9556126,b,Edge,Tablet,0
IDWOtaLyU,12/01/17 16:34,9571769,233545,99178,83909736,b,IE,Mobile,0
IDacxrQan,10/01/17 13:11,4189845,215434,97863,36994522,b,Chrome,Desktop,0
IDnNK7ZkD,13/01/17 10:10,2107515,613688,33287,4025337,d,Edge,Tablet,0
ID8yPw6Ng,10/01/17 10:56,7916155,480862,6906,99510044,a,Google Chrome,Mobile,0
IDC6CiXXL,12/01/17 06:32,6717641,600837,82877,38492160,b,Mozilla,Desktop,0
IDMzBQ7q6,11/01/17 19:42,6668473,675918,1678,74868704,b,Edge,Tablet,0
IDwYJxVBi,12/01/17 14:31,,940349,30580,67147700,b,Mozilla Firefox,Desktop,0
IDNy7i9jE,13/01/17 11:02,696281,136587,48498,93157824,a,Edge,Tablet,0
IDzawE1Vf,19/01/17 17:23,7105191,40073,835,26551485,f,,Desktop,0
IDOKNh2pV,19/01/17 10:12,7897152,686372,6906,99510044,f,Firefox,Mobile,0
IDnZwM6bA,19/01/17 09:02,2627839,47347,5602,72451969,b,Mozilla Firefox,Desktop,0
IDYOIznh7,16/01/17 10:08,6556501,190584,5602,60774669,b,Edge,,0
IDVrhOTid,11/01/17 14:32,3692988,474609,48498,30860214,f,InternetExplorer,,1
IDu2eUIGv,14/01/17 12:27,1282932,888677,84974,78683718,f,Internet Explorer,Tablet,0
IDu65RsHB,17/01/17 17:52,,163018,80554,7122654,f,Mozilla Firefox,Desktop,0
IDe58KQvx,18/01/17 11:14,4567463,941489,42227,49384126,e,Edge,Tablet,0
IDMYXRBQI,14/01/17 10:21,595735,256346,64452,92640312,b,Firefox,Mobile,0
IDZdCr7Pp,14/01/17 12:49,5306746,727112,9764,7864011,e,,Mobile,0
IDMsZn8CA,14/01/17 12:23,3656232,416382,6906,99510044,b,Mozilla,Desktop,0
ID5iMQ8vx,14/01/17 11:32,,924916,26962,77896159,a,Firefox,Mobile,0
IDqhVubdD,11/01/17 18:59,7273208,516714,97103,48935934,b,Edge,Tablet,0
IDLZJJZTv,20/01/17 13:05,9077461,991276,74802,56008048,a,Mozilla Firefox,Desktop,0
ID1CSufSz,12/01/17 17:23,1621533,84710,8467,37135965,b,Edge,Tablet,0
IDGW86OVq,19/01/17 03:23,5499274,778317,49810,43526789,b,Chrome,,0
IDpPonNR8,16/01/17 17:32,147651,527506,42227,15961717,b,Edge,Tablet,0
IDN4rMMRN,16/01/17 11:31,749228,800029,3037,55358028,b,Google Chrome,Mobile,0
IDYxIehgj,18/01/17 07:49,2605815,792590,87732,555603,a,Edge,Tablet,0
ID6QF5niO,13/01/17 17:57,9762785,965598,20322,30860214,b,Mozilla,Desktop,0
ID7sKKc6z,16/01/17 09:59,3474751,683951,41640,29916445,b,Firefox,Mobile,0
IDnNesZns,14/01/17 16:07,8296425,579886,15912,63767331,f,Edge,Tablet,0
IDiYEYxwJ,15/01/17 14:46,,643253,6906,99510044,b,Mozilla Firefox,Desktop,0
IDKUFU3PW,16/01/17 09:20,4275819,540348,10345,81621696,a,Mozilla,,0
IDVuj3vwW,18/01/17 07:44,3298470,354011,42227,43179292,d,Mozilla Firefox,Desktop,0
IDdiFvOIQ,10/01/17 10:39,7322497,53730,42227,95013373,b,Firefox,Mobile,0
ID4MwnJB1,15/01/17 20:48,9203562,296395,46510,26391770,c,InternetExplorer,Desktop,1
IDtVagq2E,18/01/17 13:45,5189467,121978,93286,52437512,a,Edge,Tablet,0
ID1Rehfrh,20/01/17 08:04,527419,197123,40339,71040875,a,Edge,,0
ID5apxk6F,11/01/17 19:52,3316114,112573,73248,43526789,b,Mozilla Firefox,Desktop,0
IDQ3AEi3N,14/01/17 11:20,,538003,29183,42914671,b,Mozilla Firefox,,0
ID0X8TnIf,16/01/17 17:46,4800985,22916,34670,6171136,a,Edge,Tablet,0
IDo7qX0yj,10/01/17 18:35,8330022,95517,17714,74363610,b,IE,Mobile,0
IDzbprzJI,13/01/17 11:54,,906667,41640,58604466,a,Mozilla,,0
IDtEsliQ1,16/01/17 22:22,,534631,33638,79906734,f,Edge,Tablet,0
IDUGEqoOp,20/01/17 17:10,1881259,294208,70424,48454212,d,Edge,Tablet,0
IDNKumarv,20/01/17 17:07,5837727,584670,6906,71165566,f,Firefox,Mobile,0
ID04YgL56,14/01/17 12:41,5164158,62135,8467,87903766,b,InternetExplorer,,1
IDAIsNUqd,16/01/17 14:18,3196302,259215,6906,99510044,a,Edge,,0
IDkSYDhmn,11/01/17 19:57,9210606,76765,98552,17990842,b,Google Chrome,Mobile,0
IDL3fMGcQ,17/01/17 09:46,6721644,834447,35046,54630329,b,Edge,Tablet,0
IDWk6QIXE,12/01/17 16:05,8097846,127800,84974,78683718,a,Firefox,,0
IDS9Bb8U8,10/01/17 17:43,1028131,14025,5602,60774669,e,Edge,Tablet,0
IDv52B5YL,19/01/17 09:36,3154179,920842,11837,43770446,f,Firefox,Mobile,0
IDyMvLhIw,11/01/17 10:08,5252909,401687,48498,35888759,a,Firefox,Mobile,0
ID1DdS9Bd,14/01/17 12:27,1281635,66001,96313,54526992,f,Mozilla,Desktop,0
IDJcEsGnj,12/01/17 08:45,9822646,357203,70424,29916445,f,Edge,Tablet,0
IDak0lr6G,13/01/17 15:59,3298470,809355,42227,43179292,b,InternetExplorer,,0
IDPegxjbE,17/01/17 11:45,4700573,999611,54916,87903766,b,InternetExplorer,Desktop,0
IDPvDcBQt,15/01/17 11:11,472210,419136,46450,47079934,b,Firefox,Mobile,0
IDwP8Wmxz,15/01/17 09:59,,668425,33638,78406516,d,Edge,Tablet,0
IDdagaOua,11/01/17 12:34,9228269,546550,50584,35930802,c,Chrome,Desktop,1
IDq5ou0Cl,16/01/17 11:52,,141204,97863,87807327,a,Safari,Tablet,0
IDkIvxtMG,14/01/17 13:22,6398825,287742,26162,555603,b,Edge,Tablet,0
ID5DZSDUZ,17/01/17 11:40,9008871,479271,43897,10280896,b,Firefox,Mobile,0
IDnNZicO0,12/01/17 16:11,1956987,389871,43897,7122654,b,Firefox,Mobile,0
ID7BvJQiB,10/01/17 18:01,7679562,359720,33033,3156697,a,Mozilla Firefox,Desktop,0
IDOVHsbya,12/01/17 04:16,7717453,515265,5602,60774669,d,Edge,Tablet,0
IDZxjbV3b,18/01/17 17:10,2761700,509583,21407,49384126,a,Mozilla,Desktop,0
IDPATFlTm,19/01/17 15:31,4151161,635531,97863,3156697,e,Edge,,0
IDINQOW8n,17/01/17 08:54,2937282,698184,62949,81968512,b,Edge,Tablet,0
IDyASdaS4,16/01/17 17:22,9708292,621276,82877,38492160,b,,,0
ID7n2UuRL,18/01/17 09:12,2975912,343444,72276,86084476,b,Firefox,Mobile,0
IDZ157oBX,13/01/17 02:40,9883052,648981,95113,65017662,f,Firefox,Mobile,0
ID7Iynj6J,17/01/17 04:15,7352661,32183,40339,43452411,b,Firefox,Mobile,0
IDU6UNsPM,14/01/17 12:39,3587071,355217,84974,91808273,b,Firefox,,0
IDfLg2spa,19/01/17 08:23,5984118,266692,3037,55358028,f,Firefox,Mobile,0
IDhDLCxQJ,11/01/17 19:11,132504,209112,15912,49384126,b,Mozilla,Desktop,0
IDFPvB2i5,17/01/17 16:19,643102,291643,80524,3151081,c,Mozilla,Desktop,0
ID7W43opJ,12/01/17 08:37,9470397,252498,54916,20301556,a,,Mobile,0
IDuA64K38,16/01/17 17:00,2880330,948218,2053,42925139,b,Mozilla Firefox,,0
IDHyRBq2R,18/01/17 13:01,,669939,904,2050923,a,Internet Explorer,Tablet,0
IDJ0Z2Y70,10/01/17 19:14,3290968,430817,5602,72451969,c,Google Chrome,Mobile,1
IDOHuBeqV,16/01/17 15:07,5812004,846267,40339,49384126,a,Edge,Tablet,0
IDKvazk9b,19/01/17 10:47,2060856,964915,904,58604466,b,Edge,Tablet,0
IDbR4HXAR,19/01/17 11:30,2532993,739469,97863,36994522,a,Edge,,0
ID5jvFVjo,13/01/17 12:21,9737179,252396,71441,7122654,b,InternetExplorer,Desktop,0
IDw7sOrZd,16/01/17 17:59,6153189,745418,93286,90093962,b,Edge,,0
IDnYnEg0k,13/01/17 11:23,7400214,15328,93188,91553313,e,Mozilla Firefox,Desktop,0
IDMMtIVIl,16/01/17 14:58,6895988,795385,33638,33505809,b,Edge,,0
IDfmzeO20,10/01/17 18:17,6091737,775661,99178,7122654,b,Mozilla,Desktop,0
IDWfJMacc,14/01/17 09:17,1317027,22130,42227,5675575,a,Edge,Tablet,0
IDDdS57GU,17/01/17 11:59,4179011,686432,42227,49384126,f,Edge,Tablet,0
ID4DuG2zh,15/01/17 10:17,2455298,763918,6906,71165566,f,Edge,,0
IDFWo9oLy,15/01/17 09:33,2681270,594199,54916,58321067,b,Firefox,,0
IDI843SQk,17/01/17 13:52,5513999,668078,82877,33505809,b,Firefox,Mobile,0
IDiJtfrhm,14/01/17 13:21,249975,624361,95113,65017662,b,Mozilla,Desktop,0
IDGVONzmm,11/01/17 16:12,470023,44041,61208,91553313,b,Edge,,0
IDya03pGp,13/01/17 04:16,137360,143272,904,74363610,b,Mozilla Firefox,Desktop,0
IDFsxW6Cq,16/01/17 07:54,625516,160692,27113,57977218,b,Edge,Tablet,0
IDIaQK2HY,18/01/17 11:14,1466152,347222,82396,16150900,b,Firefox,Mobile,0
IDBQJVBVU,18/01/17 13:01,9437029,254705,15912,7864011,f,Edge,Tablet,0
IDmm7aNGa,13/01/17 15:44,7669349,111273,8467,88843407,b,Firefox,Mobile,0
IDcdMcznL,16/01/17 07:22,3918766,779841,26162,48425572,e,Firefox,Mobile,0
IDy6iCPp1,15/01/17 13:32,416798,359823,904,29916445,b,Edge,Tablet,0
IDZmEWfvc,17/01/17 12:53,6254322,442202,904,26391770,e,Google Chrome,,0
ID4MkwXIg,15/01/17 17:24,6966096,829686,97863,61392274,b,Edge,Tablet,0
IDA9vjRcp,13/01/17 09:19,3299132,246265,73248,37236044,e,InternetExplorer,Desktop,1
IDlQ1Ub1l,20/01/17 16:37,5730192,645988,35046,54630329,f,Edge,Tablet,0
IDC672lCp,11/01/17 15:25,5134739,572648,54916,58321067,b,,Mobile,0
IDgvzZFkM,14/01/17 09:19,,607661,40339,25497095,c,Firefox,,0
IDeh7TMve,10/01/17 16:31,5630163,926443,25491,74868704,b,Opera,Mobile,0
IDiBCNnad,16/01/17 08:52,2577289,539272,73362,86289887,f,Firefox,Mobile,0
ID1bmJvzs,18/01/17 13:43,19474,259458,50088,56546102,b,Firefox,Mobile,0
IDHynn3Yc,17/01/17 11:14,3733416,778605,93286,91808273,f,Firefox,Mobile,0
IDGTFxYfD,20/01/17 10:52,2473364,200296,40339,30860214,b,Firefox,Mobile,0
IDe9KcUmd,15/01/17 06:40,6780973,635555,37815,74363610,e,Mozilla Firefox,Desktop,0
IDkII9GM8,18/01/17 10:21,449702,906080,92704,95441506,a,Chrome,Desktop,0
ID7F20bH1,15/01/17 10:09,15791,673074,42227,48913006,a,Edge,,0
IDGNVPfhw,18/01/17 10:50,963657,32183,40339,43452411,a,Edge,Tablet,0
IDXKrZ47y,13/01/17 17:40,6269110,939360,43897,7122654,a,Firefox,Mobile,0
IDGBYDGXr,17/01/17 15:50,1396152,470865,12211,39603421,e,Firefox,Mobile,0
ID2hlEHVh,11/01/17 19:31,1125836,972040,82877,33832190,d,Mozilla Firefox,Desktop,0
ID2ROKoWu,18/01/17 11:16,,514234,12052,31388981,b,Mozilla,Desktop,0
IDbpVVIvw,11/01/17 15:11,3945009,224592,904,20301556,f,Edge,,0
IDgEdQg91,15/01/17 10:11,9835131,277070,62949,77046603,c,Opera,Mobile,0
IDlE1Yrpy,20/01/17 09:31,3046007,717026,64452,92640312,a,IE,Mobile,0
IDVjnJG6H,17/01/17 13:37,8436374,498241,33638,79906734,a,Chrome,Desktop,0
IDWjApplq,11/01/17 17:40,6463157,258054,73248,61940782,b,,Tablet,0
IDg1tbibZ,14/01/17 10:45,,130747,92704,36110244,d,Mozilla Firefox,Desktop,0
IDz2XQgAZ,10/01/17 09:31,4289761,863049,33287,4025337,c,Google Chrome,,1
ID4ZmNgSP,15/01/17 15:37,186977,7286,54336,57977218,b,Edge,,0
IDdaR9rWt,12/01/17 12:27,7986664,158265,6906,99510044,b,Edge,Tablet,0
ID1mXHz3j,17/01/17 09:44,8027179,363840,1678,52437512,f,Mozilla Firefox,Desktop,0
IDkfpWei8,14/01/17 11:22,2357545,271269,40339,49384126,b,Mozilla,Desktop,0
ID3GB1bk6,17/01/17 08:45,7672928,83214,73248,17488931,b,Firefox,Mobile,0
ID4Uw4yzH,18/01/17 17:51,921917,257331,1678,37616751,b,Edge,Tablet,0
ID91SuiFD,16/01/17 15:42,4225541,244974,904,94350426,a,Firefox,Mobile,0
ID6pDs6Lo,16/01/17 12:21,8425383,126094,1678,52437512,f,Mozilla Firefox,Desktop,0
IDJQlcyeD,20/01/17 13:55,,205341,11837,72089744,b,Firefox,Mobile,0
IDrXRNT1X,20/01/17 17:20,6514866,227816,82877,54630329,b,Firefox,Mobile,0
IDbkIC0tj,17/01/17 12:29,,225218,989,55358028,b,,Desktop,0
IDNo5pYDX,16/01/17 17:13,8470767,509051,40339,13742268,b,Mozilla,Desktop,0
IDXoyyTUa,20/01/17 13:45,9095152,526269,14960,91436340,b,Firefox,Mobile,0
IDtEKMTjv,19/01/17 08:25,6055627,444898,15912,77046603,b,InternetExplorer,Desktop,0
IDXBpduw3,14/01/17 11:06,4882623,158372,42227,1436904,b,,Tablet,0
ID1FULqUR,16/01/17 08:56,4836491,537761,76239,65017662,a,Firefox,Mobile,0
IDQP0w9TO,12/01/17 11:20,8526192,38533,11837,49384126,a,Chrome,Desktop,0
IDB50cAOa,16/01/17 13:51,9819746,284327,82396,51854755,a,InternetExplorer,,0
IDrhsYt8i,14/01/17 11:11,5941697,977761,36768,555603,e,,Tablet,0
IDtWdLsZE,17/01/17 09:36,9730191,321651,5602,9556126,a,Mozilla Firefox,,0
IDFDrH57S,10/01/17 18:21,,683402,92704,95441506,a,Firefox,Mobile,0
IDD07D7vd,18/01/17 16:49,6294360,979185,1678,74868704,b,Edge,Tablet,0
IDhe6VVR4,11/01/17 02:08,9366936,421295,31365,82291592,b,Edge,Tablet,0
IDbzkV5Wq,20/01/17 14:01,1981485,87764,72276,20116446,d,Google Chrome,Mobile,0
IDr05Yh4e,18/01/17 10:10,7537710,743443,30580,46148550,a,Edge,Tablet,0
IDtz1ENv3,11/01/17 12:16,2531582,75204,80554,61940782,b,Edge,Tablet,0
IDMfLDq3t,17/01/17 11:53,6230882,724592,73248,61940782,a,,Mobile,0
IDCoLbZia,19/01/17 10:31,7691466,352773,44388,26391770,b,Firefox,Mobile,0
IDR5VhzWg,17/01/17 01:28,1507413,131609,904,94350426,b,Edge,,0
IDnaNoiyC,12/01/17 18:02,1806596,971039,9764,48626108,b,Edge,Tablet,0
IDdC4RL5m,11/01/17 18:34,2179448,780102,904,2050923,b,Mozilla,Desktop,0
IDc1BBdja,13/01/17 10:25,8629515,253896,82396,26461535,e,Edge,Tablet,0
IDGFDpU3i,12/01/17 08:51,1984515,549168,68847,37017006,f,Chrome,Desktop,0
