,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
2332,IDTZnyrNQ,19/01/17 07:22,4057818.0,327704,93188,91553313,a,Mozilla Firefox,Mobile,0
2333,IDSI3Ljmb,18/01/17 16:33,6449720.0,31275,6906,99510044,f,Mozilla Firefox,Mobile,0
2334,IDYXFyJjl,14/01/17 13:14,4075699.0,54712,11837,56546102,b,Edge,Tablet,0
2335,IDQqy2E1K,17/01/17 14:54,1249650.0,865767,26849,50706198,f,Edge,Tablet,0
2336,IDI0zSAG4,17/01/17 17:09,-1.0,475522,26966,48615529,e,Edge,Tablet,0
2337,ID0qydOv6,16/01/17 13:35,3849426.0,710307,40339,43452411,b,Google Chrome,Desktop,0
2338,IDO4ZfQ8N,18/01/17 14:39,9117973.0,729566,33638,79906734,b,Mozilla Firefox,Desktop,0
2339,IDYvepNLL,20/01/17 07:53,3696590.0,732289,42227,79055697,b,Edge,Tablet,0
2340,IDBOFhh6E,16/01/17 08:16,8452287.0,111646,5602,30432082,b,Mozilla Firefox,Mobile,0
2341,IDLO2rzIc,18/01/17 10:44,-1.0,235606,23576,16150900,c,Mozilla Firefox,Mobile,0
2342,IDv2VdByr,11/01/17 02:20,4172399.0,747741,48498,55358028,e,Edge,Tablet,0
2343,IDeOwcPCX,10/01/17 17:39,9482895.0,859224,33638,27723861,b,Internet Explorer,Desktop,0
2344,IDNj5PaJT,17/01/17 03:50,7788037.0,109612,40339,43452411,a,Mozilla Firefox,Mobile,0
2345,ID8qbpFkz,12/01/17 18:15,3093877.0,845397,89522,76532649,a,Mozilla Firefox,Desktop,0
2346,IDjNgxsAk,16/01/17 21:30,7221397.0,932698,89522,30432082,b,Edge,Tablet,0
2347,IDhBL7XjC,13/01/17 12:06,9009454.0,369601,65251,57977218,b,Edge,Tablet,0
2348,IDZuLT95y,20/01/17 09:41,5272726.0,323572,34670,49554217,b,Mozilla Firefox,Desktop,0
2349,IDg4GbPUk,20/01/17 15:50,3270397.0,826453,97863,3156697,a,Mozilla Firefox,Desktop,0
2350,IDyA7Djfg,11/01/17 14:50,6635072.0,166361,97103,48935934,b,Edge,Tablet,0
2351,ID0Y2Q6U3,15/01/17 14:22,9534058.0,709754,17714,74363610,f,Edge,Tablet,0
2352,ID99Tu01k,20/01/17 10:46,6400927.0,374576,17714,26391770,b,Mozilla Firefox,Mobile,0
2353,IDrzb9ut9,17/01/17 16:44,2553219.0,430726,1678,78365183,a,Google Chrome,Mobile,0
2354,IDRyNM3Zy,10/01/17 17:15,-1.0,230791,56811,2835657,b,Edge,Tablet,0
2355,IDIw4qxSt,19/01/17 21:36,1661620.0,777403,80554,57977218,b,Opera,Mobile,1
2356,IDvZiO9gq,13/01/17 08:07,1414714.0,478920,5602,60774669,f,Internet Explorer,Desktop,0
2357,IDlesyvBx,12/01/17 10:25,-1.0,817721,96184,57500672,b,Edge,Tablet,0
2358,IDOMgwomO,17/01/17 08:56,3196302.0,244182,6906,71165566,d,Edge,Tablet,0
2359,IDaYnJCCW,14/01/17 13:31,5941697.0,266329,8467,89663643,e,Edge,Tablet,0
2360,IDmGJhNud,11/01/17 13:33,9420717.0,365735,14345,555603,b,Google Chrome,Desktop,1
2361,IDaRP0eOO,11/01/17 16:23,1348299.0,952842,12052,31388981,b,Mozilla Firefox,Mobile,0
2362,ID9Z9DAt5,18/01/17 08:32,2627839.0,535629,13412,77318092,a,Edge,Tablet,0
2363,IDP0nA1Lp,19/01/17 09:33,4930279.0,473096,5602,48425572,b,Edge,Tablet,0
2364,IDslLP05C,13/01/17 10:58,8896401.0,607149,63435,91553313,a,Mozilla Firefox,Desktop,0
2365,IDe4bXTAI,14/01/17 09:15,5187653.0,878399,54916,7864011,b,Edge,Tablet,0
2366,IDB9GxDfp,18/01/17 13:47,7372534.0,790536,12052,31388981,f,Edge,Tablet,0
2367,IDZZZxOLS,19/01/17 11:53,7127821.0,950595,45620,31388981,d,Mozilla Firefox,Desktop,1
2368,IDXWzrPE3,18/01/17 16:13,4354370.0,869209,6906,99510044,a,Edge,Tablet,0
2369,IDQyCeTh3,14/01/17 15:10,18600.0,303536,904,29916445,b,Mozilla Firefox,Mobile,0
2370,IDrrVB7t1,20/01/17 13:32,4663651.0,180474,73362,67274540,b,Edge,Tablet,0
2371,IDAfo4O30,14/01/17 09:53,7032237.0,510293,26162,87807327,d,Mozilla Firefox,Mobile,0
2372,IDfGir47o,18/01/17 13:42,4208923.0,222314,34670,5016754,c,Internet Explorer,Desktop,1
2373,IDaNEhiT0,16/01/17 15:34,3542327.0,663529,53956,52437512,b,Internet Explorer,Desktop,0
2374,ID8czQ4Nt,18/01/17 08:56,5344619.0,708246,6906,71165566,a,Internet Explorer,Desktop,0
2375,IDzyOGR5M,19/01/17 17:26,9402231.0,256548,48498,30860214,c,Edge,Tablet,0
2376,IDyL1iMaD,14/01/17 11:00,463064.0,949813,7126,28452818,a,Mozilla Firefox,Mobile,0
2377,IDTOAYOqX,12/01/17 18:06,650582.0,662194,12211,90962935,d,Google Chrome,Mobile,0
2378,IDzNAwHyP,12/01/17 17:15,6053590.0,7029,62809,29916445,b,Mozilla Firefox,Desktop,0
2379,IDwUxg9HR,12/01/17 09:33,245874.0,594741,54916,43526789,b,Internet Explorer,Desktop,0
2380,IDzurWK0O,20/01/17 16:17,6119733.0,558906,45620,31388981,b,Mozilla Firefox,Desktop,0
2381,IDuRGGe6J,17/01/17 17:10,7385961.0,51452,82877,67290861,a,Internet Explorer,Desktop,0
2382,IDRKNrmbS,15/01/17 20:22,3852910.0,892981,82877,33505809,d,Internet Explorer,Desktop,1
2383,IDf2lrtJX,14/01/17 08:22,4295002.0,235441,6906,99510044,a,Edge,Tablet,0
2384,IDqD8Zbew,15/01/17 02:42,4347518.0,374908,46450,47079934,c,Google Chrome,Mobile,0
2385,IDy2yx8Jc,13/01/17 16:32,9275720.0,316815,89680,26391770,a,Mozilla Firefox,Mobile,0
2386,IDmesoknL,20/01/17 17:10,2780088.0,910164,1678,14334527,b,Mozilla Firefox,Mobile,0
2387,IDs8kctaB,12/01/17 11:57,3542332.0,101148,42227,49384126,f,Mozilla Firefox,Mobile,0
2388,IDMBOdFNY,11/01/17 03:43,3032554.0,471969,23576,16150900,b,Google Chrome,Mobile,0
2389,IDXyNlxzh,16/01/17 09:25,4815975.0,764004,8467,88843407,a,Mozilla Firefox,Desktop,0
2390,ID54znKO8,16/01/17 13:45,2648492.0,637080,13412,77318092,a,Internet Explorer,Desktop,0
2391,IDEfHq1Ox,14/01/17 16:57,9693900.0,275781,54125,2835657,c,Edge,Tablet,0
2392,IDaKMW7km,11/01/17 17:10,-1.0,20238,6906,99510044,e,Mozilla Firefox,Desktop,0
2393,ID0oL6xcF,14/01/17 03:11,9729026.0,701235,23576,45446370,b,Mozilla Firefox,Desktop,0
2394,IDiHidzVI,16/01/17 22:12,8685307.0,959414,46955,74868704,c,Google Chrome,Mobile,1
2395,IDCaoDCqL,15/01/17 07:32,3665704.0,961137,42227,43179292,e,Internet Explorer,Desktop,0
2396,IDrMbEk0D,11/01/17 19:10,3890506.0,395865,97103,67147700,b,Google Chrome,Desktop,0
2397,IDCsG5XIp,17/01/17 14:40,2541259.0,669865,26966,7122654,a,Internet Explorer,Desktop,0
2398,IDLRvPDQ2,12/01/17 10:33,4488235.0,391961,54343,4237811,a,Mozilla Firefox,Mobile,0
2399,IDD5AVakQ,16/01/17 15:52,7620805.0,128448,36610,92771167,a,Google Chrome,Mobile,0
2400,IDUkctXmC,17/01/17 13:26,1846155.0,199735,12052,17581428,a,Edge,Tablet,0
2401,IDc0FxKsU,13/01/17 21:46,8552650.0,461320,6906,99510044,a,Google Chrome,Mobile,0
2402,IDjxIdhhs,14/01/17 12:40,5947519.0,165992,48498,555603,b,Edge,Tablet,0
2403,IDffM8eob,17/01/17 15:11,1427009.0,347074,54916,54526992,f,Mozilla Firefox,Desktop,0
2404,IDUFj55tM,18/01/17 14:38,4891340.0,361874,92902,79906734,b,Google Chrome,Mobile,0
2405,IDbgwOf7M,17/01/17 14:52,3817737.0,124461,17714,2050923,f,Edge,Tablet,0
2406,IDTQ7Vpts,11/01/17 11:30,-1.0,440349,77767,26461535,b,Mozilla Firefox,Desktop,0
2407,IDRlxT03Z,15/01/17 14:32,6358424.0,817266,71642,29916445,b,Google Chrome,Mobile,0
2408,IDXmkHQs3,11/01/17 16:49,9096430.0,803958,33949,48644561,a,Mozilla Firefox,Desktop,0
2409,IDHfsLuml,20/01/17 08:38,89886.0,955686,93188,57977218,a,Mozilla Firefox,Mobile,0
2410,ID2DVuuqP,10/01/17 12:02,5316644.0,454279,73248,49384126,a,Edge,Tablet,0
2411,IDHEMEYni,12/01/17 17:17,5186576.0,916405,48498,93157824,a,Mozilla Firefox,Desktop,0
2412,IDStAsQkT,12/01/17 14:16,8956254.0,884671,13388,51368560,b,Mozilla Firefox,Desktop,0
2413,IDA5MlVig,17/01/17 11:26,4710044.0,901835,15124,11945063,a,Mozilla Firefox,Desktop,0
2414,IDPtOIaZg,20/01/17 13:06,1672402.0,492519,14345,555603,b,Mozilla Firefox,Mobile,0
2415,IDbeK2ZRW,17/01/17 13:43,7892887.0,945430,74263,29916445,b,Google Chrome,Mobile,0
2416,IDpYf1lx3,19/01/17 17:28,7276606.0,210061,12211,58163546,a,Edge,Tablet,0
2417,IDEEqCZEX,16/01/17 11:07,-1.0,409238,82877,38492160,b,Mozilla Firefox,Desktop,0
2418,IDAuWAvyV,12/01/17 08:39,1512420.0,12781,48498,43770446,b,Edge,Tablet,0
2419,IDWcF84U4,13/01/17 11:25,-1.0,715500,42227,49384126,e,Mozilla Firefox,Mobile,0
2420,IDhsFVLfl,11/01/17 16:44,2473364.0,97428,80554,61940782,a,Mozilla Firefox,Mobile,0
2421,IDyOePqpY,17/01/17 15:09,818671.0,95213,9764,50706198,e,Mozilla Firefox,Desktop,0
2422,ID2acWTY6,11/01/17 19:17,6349635.0,530987,1678,87903766,b,Internet Explorer,Desktop,0
2423,ID7jcRVBq,13/01/17 12:49,4563973.0,267105,14960,2750514,b,Mozilla Firefox,Mobile,0
2424,IDkCFRadM,16/01/17 14:03,5629028.0,774214,33287,46997962,b,Mozilla Firefox,Mobile,0
2425,ID3s2zXrw,19/01/17 17:14,8963885.0,587525,5602,43328787,a,Edge,Tablet,0
2426,IDNDeuvK1,17/01/17 13:17,5396053.0,992265,68847,58604466,b,Edge,Tablet,0
2427,IDRrUv4I9,11/01/17 16:15,3519718.0,504665,93188,91553313,d,Edge,Tablet,0
2428,IDTXi5fBw,12/01/17 13:52,7412279.0,961225,42227,22339104,b,Mozilla Firefox,Desktop,0
2429,IDLhGhWiJ,19/01/17 16:45,3737503.0,729410,904,26391770,f,Mozilla Firefox,Mobile,0
2430,IDkDSya2b,12/01/17 17:47,2595962.0,986166,97103,53958316,a,Mozilla Firefox,Mobile,0
2431,ID92AXENk,20/01/17 13:10,6030067.0,41529,6906,99510044,b,Mozilla Firefox,Mobile,0
2432,IDAN3laYE,17/01/17 10:48,1121628.0,809733,80554,57977218,e,Edge,Tablet,0
2433,IDXU6N2rt,19/01/17 16:08,4605906.0,322647,21407,17488931,b,Mozilla Firefox,Desktop,0
2434,IDkt4BNam,18/01/17 09:42,1593294.0,34480,6906,99510044,a,Mozilla Firefox,Mobile,0
2435,ID0a0ifJ4,20/01/17 12:58,7981498.0,444101,25321,26391770,a,Mozilla Firefox,Mobile,0
2436,IDpxpWByy,16/01/17 08:21,8177627.0,376185,97863,3156697,a,Mozilla Firefox,Mobile,0
2437,ID7uSkVd7,16/01/17 11:33,9126012.0,956099,17714,74363610,a,Mozilla Firefox,Desktop,0
2438,IDRmMjQDp,13/01/17 13:00,628636.0,851112,15124,99558603,a,Mozilla Firefox,Desktop,0
2439,IDgGffurH,20/01/17 16:57,4735692.0,483060,82877,38492160,a,Mozilla Firefox,Mobile,0
2440,ID8pE0oMM,10/01/17 14:45,7541271.0,964725,42227,96823930,a,Mozilla Firefox,Desktop,0
2441,IDJP0kqCG,13/01/17 15:14,-1.0,923389,68847,29624796,d,Internet Explorer,Mobile,0
2442,ID8IORelM,16/01/17 09:29,3256926.0,902075,33949,48644561,a,Mozilla Firefox,Mobile,0
2443,IDgSBGPSK,11/01/17 14:59,-1.0,633614,27655,7864011,f,Mozilla Firefox,Desktop,0
2444,IDZkTOQAb,14/01/17 12:26,529024.0,834794,55541,74363610,f,Mozilla Firefox,Desktop,0
2445,IDlVvi31A,10/01/17 17:38,2304739.0,871988,49810,42581480,c,Edge,Tablet,0
2446,IDuCpc4je,17/01/17 12:00,1466152.0,144411,80554,61940782,b,Mozilla Firefox,Desktop,0
2447,IDZmPcKyE,13/01/17 14:51,9263148.0,324852,12211,90276693,b,Edge,Tablet,0
2448,ID9SUQ4sw,11/01/17 17:53,3688999.0,347019,34670,69514806,e,Mozilla Firefox,Mobile,0
2449,IDvB9VSvm,13/01/17 03:43,3821980.0,768932,17714,74363610,a,Mozilla Firefox,Mobile,0
2450,ID3ibjyyw,10/01/17 11:58,715764.0,229019,45620,31388981,c,Google Chrome,Mobile,1
2451,ID8efbrGH,12/01/17 09:30,5875528.0,333963,11837,49384126,b,Mozilla Firefox,Desktop,0
2452,IDXJfH6HH,15/01/17 12:32,7119464.0,379144,50088,57977218,a,Edge,Tablet,0
2453,IDlOJ9vRV,18/01/17 14:45,6596078.0,445801,42227,83960204,d,Mozilla Firefox,Mobile,0
2454,IDiKzInNv,17/01/17 02:52,4604837.0,3366,9163,555603,a,Mozilla Firefox,Mobile,0
2455,IDIx2Qyu1,20/01/17 14:01,328345.0,684942,11837,49384126,a,Mozilla Firefox,Mobile,0
2456,ID5f1vxW3,12/01/17 09:08,9399478.0,36873,82396,51854755,a,Internet Explorer,Desktop,0
2457,IDxc9qer5,20/01/17 17:12,1359250.0,94868,61302,74868704,b,Edge,Tablet,0
2458,IDaPhPO7e,14/01/17 08:55,2208448.0,421538,81229,98166279,a,Edge,Tablet,0
2459,IDOAjwyUW,10/01/17 14:29,5357507.0,252872,1678,51884201,a,Edge,Tablet,0
2460,IDEBwMpVO,17/01/17 14:20,167942.0,29327,96184,51545768,a,Edge,Tablet,0
2461,IDunhtVea,13/01/17 10:55,142764.0,209999,41640,29916445,a,Edge,Tablet,0
2462,ID5cgHZUw,20/01/17 10:02,641943.0,686875,30580,67147700,b,Mozilla Firefox,Mobile,0
2463,IDAMXQuUC,10/01/17 12:04,2167542.0,408502,3037,55358028,b,Google Chrome,Mobile,0
2464,IDA85dS1p,20/01/17 09:11,2368040.0,355852,6906,99510044,b,Edge,Tablet,0
2465,IDDG5gJSm,20/01/17 07:50,9688010.0,521751,6906,71165566,b,Edge,Tablet,0
2466,IDa0miKMP,11/01/17 16:48,1466152.0,393215,17118,7122654,a,Mozilla Firefox,Mobile,0
2467,IDXVzSIi1,20/01/17 12:12,3102876.0,715917,8675,79906734,f,Mozilla Firefox,Mobile,0
2468,IDb5Z9Vig,20/01/17 13:05,9080966.0,634133,42227,96823930,b,Internet Explorer,Desktop,0
2469,IDv1TrTtg,18/01/17 12:05,5627341.0,218688,96184,57500672,b,Internet Explorer,Mobile,0
2470,IDChhXoMU,20/01/17 13:32,9342406.0,784457,61302,27723861,b,Internet Explorer,Desktop,0
2471,IDP74P7as,14/01/17 06:40,7688132.0,690904,10345,17777318,d,Mozilla Firefox,Desktop,0
2472,IDSLj04Dt,12/01/17 14:57,4120354.0,68770,43612,74868704,a,Edge,Tablet,0
2473,IDaXYXMEG,14/01/17 11:20,4875740.0,68770,43612,74868704,c,Mozilla Firefox,Mobile,0
2474,IDBNsVq8r,11/01/17 18:37,7292567.0,167748,42227,96823930,c,Edge,Tablet,0
2475,IDGSFHIpH,14/01/17 10:32,2899790.0,765952,74802,87807327,a,Mozilla Firefox,Desktop,0
2476,IDkl1T9ed,13/01/17 19:12,5032483.0,20119,6906,71165566,a,Mozilla Firefox,Desktop,0
2477,IDFPW4JKV,17/01/17 10:06,-1.0,627234,6906,99510044,a,Edge,Tablet,0
2478,IDDElIlx1,12/01/17 17:02,2781892.0,786577,6906,99510044,c,Internet Explorer,Mobile,1
2479,ID4UNXKvW,11/01/17 19:23,7238068.0,402985,40339,37135965,a,Mozilla Firefox,Mobile,0
2480,IDOMOPM3F,10/01/17 14:42,1390504.0,182853,835,26551485,a,Mozilla Firefox,Mobile,0
2481,IDmUlwL0q,20/01/17 14:27,6292276.0,733482,33638,91553313,e,Mozilla Firefox,Desktop,0
2482,IDUJbyUha,18/01/17 14:37,5752878.0,689181,82877,43770446,a,Edge,Tablet,0
2483,IDoQhK1lv,12/01/17 15:44,529574.0,597284,80554,29916445,e,Mozilla Firefox,Desktop,0
2484,IDVJ5bb9n,14/01/17 11:31,3955673.0,40017,63435,89496414,e,Google Chrome,Mobile,1
2485,ID9EsCZhP,11/01/17 14:23,7838124.0,332969,904,29916445,b,Internet Explorer,Mobile,0
2486,IDgFJxuUM,18/01/17 10:09,7474982.0,171204,42227,1189152,a,Internet Explorer,Desktop,0
2487,IDwTbrD34,17/01/17 08:34,7374270.0,778227,42227,68646414,b,Mozilla Firefox,Desktop,0
2488,IDSw7IKuV,16/01/17 13:54,1890187.0,977441,20322,35888759,b,Mozilla Firefox,Desktop,0
2489,IDslUKfCp,10/01/17 06:54,6112991.0,15335,84974,17488931,a,Mozilla Firefox,Mobile,0
2490,IDi7yVPRu,14/01/17 08:52,-1.0,247084,46450,54630329,a,Mozilla Firefox,Desktop,0
2491,IDYc2BrNT,19/01/17 09:39,2008462.0,208235,93286,20116446,b,Edge,Tablet,0
2492,IDDobTdwD,12/01/17 18:56,7763681.0,499774,81229,41475976,b,Edge,Tablet,0
2493,IDqq79gIS,12/01/17 14:10,4000896.0,116338,95113,65017662,b,Mozilla Firefox,Mobile,0
2494,IDOg9Tm7h,18/01/17 16:59,8494927.0,979185,1678,74868704,b,Mozilla Firefox,Desktop,0
2495,IDxw655Zi,11/01/17 17:50,8602642.0,225044,84144,74363610,b,Mozilla Firefox,Desktop,0
2496,IDrmGmwdI,17/01/17 17:09,1609917.0,501045,48498,21153737,f,Mozilla Firefox,Mobile,0
2497,IDWy0m6QT,11/01/17 18:56,4290534.0,240551,11987,74363610,b,Internet Explorer,Desktop,0
2498,IDW1PWZD1,12/01/17 16:31,8834771.0,405691,6906,99510044,f,Mozilla Firefox,Mobile,0
2499,IDDaw3cxv,17/01/17 12:51,5471676.0,853021,33638,79906734,c,Google Chrome,Mobile,0
2500,IDficeoSS,13/01/17 14:47,2136746.0,452780,42227,49384126,e,Mozilla Firefox,Desktop,0
2501,IDF22mpH4,18/01/17 13:35,8623699.0,193222,30580,67147700,a,Mozilla Firefox,Desktop,0
2502,IDvz66KEZ,14/01/17 14:22,6497248.0,982553,42227,49384126,b,Edge,Tablet,0
2503,IDsrmj97v,14/01/17 11:48,428449.0,988161,34670,78365183,d,Mozilla Firefox,Mobile,0
2504,IDwnZlYDh,15/01/17 15:51,8569017.0,88384,84974,78683718,e,Mozilla Firefox,Mobile,0
2505,IDLOeQ7QZ,18/01/17 13:48,2627839.0,235549,29183,42914671,c,Mozilla Firefox,Mobile,0
2506,IDtB6OYDc,14/01/17 16:19,5996807.0,48972,45620,54630329,a,Mozilla Firefox,Desktop,0
2507,IDNtyLJOK,12/01/17 17:50,5449810.0,174832,85860,20301556,d,Edge,Tablet,0
2508,IDGTo20L2,20/01/17 11:20,8732519.0,351389,9764,37135965,b,Mozilla Firefox,Mobile,0
2509,IDJc4n61n,13/01/17 17:27,9990785.0,757967,46450,47079934,a,Mozilla Firefox,Desktop,0
2510,IDasRYKPa,18/01/17 10:28,9077167.0,183366,24888,81758577,a,Mozilla Firefox,Mobile,0
2511,ID5ubylvg,17/01/17 09:46,5460861.0,562700,42227,50706198,e,Mozilla Firefox,Desktop,0
2512,ID5jrowxY,13/01/17 10:20,9724392.0,100478,904,29916445,e,Edge,Tablet,0
2513,IDuEX8xGW,13/01/17 10:58,8896401.0,923237,63435,27723861,b,Mozilla Firefox,Desktop,0
2514,IDGpC1UOp,13/01/17 12:48,1760122.0,746621,71441,7122654,b,Mozilla Firefox,Mobile,0
2515,IDvuYRekC,13/01/17 17:17,7573700.0,134307,61208,91553313,a,Mozilla Firefox,Desktop,0
2516,IDPkk6Akb,13/01/17 14:04,5273670.0,223878,92902,78406516,e,Mozilla Firefox,Mobile,0
2517,ID63TGPjJ,11/01/17 19:46,6916041.0,991773,11837,89663643,e,Google Chrome,Desktop,0
2518,IDVRjzc7f,17/01/17 15:54,574349.0,93223,41706,4000296,a,Google Chrome,Mobile,0
2519,IDmepfeLl,18/01/17 13:00,-1.0,711208,42227,30860214,f,Edge,Tablet,0
2520,IDa00727n,11/01/17 18:29,3153821.0,100478,904,29916445,c,Mozilla Firefox,Mobile,0
2521,IDpGTnyic,11/01/17 18:11,9005719.0,536515,26849,1436904,b,Mozilla Firefox,Desktop,0
2522,IDEKFU9WD,15/01/17 15:14,1065760.0,816268,13412,77318092,a,Google Chrome,Mobile,0
2523,IDri6nvQE,16/01/17 09:40,882367.0,990492,17714,29916445,b,Mozilla Firefox,Mobile,0
2524,IDNDCfgsh,11/01/17 15:38,3992510.0,406318,45620,90174279,a,Edge,Tablet,0
2525,IDMykBUqk,14/01/17 01:11,1780645.0,869319,6906,99510044,e,Edge,Tablet,0
2526,IDWzhBN4W,16/01/17 09:30,9237474.0,215116,41706,4000296,b,Mozilla Firefox,Mobile,0
2527,IDgiHkLyc,14/01/17 12:06,9533470.0,889424,93188,91553313,b,Internet Explorer,Tablet,0
2528,IDoAj3cx7,19/01/17 08:24,9800939.0,351610,42227,43770446,d,Mozilla Firefox,Desktop,0
2529,ID4mXTB11,17/01/17 08:02,-1.0,636801,904,29916445,f,Mozilla Firefox,Mobile,0
2530,IDahA5H1C,10/01/17 10:34,2841643.0,17551,2053,36082259,b,Opera,Mobile,0
2531,IDrmyUi2D,14/01/17 09:32,7883896.0,788706,43612,55315296,b,Mozilla Firefox,Mobile,0
2532,IDGMhl4pF,10/01/17 18:10,9788525.0,738682,34810,30492128,a,Mozilla Firefox,Mobile,0
2533,IDDgJrAei,14/01/17 09:42,-1.0,7029,62809,29916445,a,Mozilla Firefox,Mobile,0
2534,IDAqMrN08,13/01/17 14:19,8517201.0,658756,11837,8837581,b,Mozilla Firefox,Mobile,0
2535,IDYm7hdOC,17/01/17 20:05,3136238.0,767822,82877,38492160,f,Mozilla Firefox,Desktop,1
2536,ID0GolaQ2,17/01/17 15:26,196957.0,109513,42227,49384126,e,Mozilla Firefox,Desktop,0
2537,IDDdp6JqG,17/01/17 11:42,3270397.0,204767,25491,79474990,f,Mozilla Firefox,Mobile,0
2538,ID8eTXsuA,14/01/17 10:28,9390948.0,48242,11987,20301556,b,Mozilla Firefox,Mobile,0
2539,IDLNDWj0D,18/01/17 12:01,5627341.0,247740,97863,87807327,f,Edge,Tablet,0
2540,IDTDxjrwB,17/01/17 17:09,1222857.0,531283,95113,65017662,a,Edge,Tablet,0
2541,IDJ0wQP1a,19/01/17 09:47,7762036.0,693306,97863,3156697,b,Mozilla Firefox,Desktop,0
2542,ID5HOIdvc,15/01/17 11:13,6649228.0,342777,34670,66240359,b,Edge,Tablet,0
2543,IDlSchgiN,10/01/17 17:30,8075904.0,207495,40339,13742268,a,Mozilla Firefox,Desktop,0
2544,IDiQ261bt,15/01/17 13:46,4858374.0,528222,11837,43770446,c,Internet Explorer,Mobile,0
2545,IDyJ6FpsI,20/01/17 16:57,6847669.0,96828,68947,89663643,b,Safari,Tablet,0
2546,IDA1nHmwV,14/01/17 14:42,7311956.0,113270,42227,30860214,b,Edge,Tablet,0
2547,IDryacXZ1,16/01/17 14:54,8407582.0,391520,10345,65017662,a,Edge,Tablet,0
2548,IDzI6Rss4,18/01/17 12:34,8946231.0,513459,73248,1189152,a,Internet Explorer,Desktop,0
2549,ID6rZmcz8,10/01/17 18:28,4638469.0,545775,72160,99684291,a,Mozilla Firefox,Desktop,0
2550,IDKWAeigl,20/01/17 14:50,3039169.0,369866,42227,43526789,d,Safari,Tablet,0
2551,IDWLvssCa,20/01/17 13:37,8896401.0,712928,33638,27723861,b,Edge,Tablet,0
2552,IDqeEln3Z,19/01/17 16:25,3928749.0,582149,10345,17777318,f,Edge,Tablet,0
2553,ID9m7ToLZ,12/01/17 15:16,-1.0,829181,6906,99510044,a,Internet Explorer,Desktop,0
2554,IDhSk83aO,10/01/17 17:49,9435978.0,651007,1678,95302954,a,Mozilla Firefox,Mobile,0
2555,ID2KQNaAx,19/01/17 13:02,6318037.0,509628,17714,54794527,a,Mozilla Firefox,Mobile,0
2556,ID3Q2HTkw,12/01/17 17:27,5850667.0,911619,13255,68490856,b,Mozilla Firefox,Mobile,0
2557,IDaOZbuGW,12/01/17 13:24,2410242.0,293839,79668,81758577,b,Edge,Tablet,0
2558,IDQnEIkKP,20/01/17 10:37,5235447.0,411061,45620,31388981,e,Edge,Tablet,0
2559,IDheu48u7,18/01/17 14:53,6357104.0,544248,34670,48615529,e,Mozilla Firefox,Mobile,0
2560,IDHRMyO0c,15/01/17 22:59,8731392.0,645432,35368,83172146,b,Edge,Tablet,0
2561,IDFGsuuoQ,20/01/17 15:11,9949407.0,762991,82877,33505809,b,Mozilla Firefox,Desktop,0
2562,IDOFSIy9h,14/01/17 09:59,4432342.0,746959,93286,90093962,b,Mozilla Firefox,Mobile,0
2563,IDSSNQs7b,14/01/17 15:53,3533780.0,396947,84987,15961717,b,Edge,Tablet,0
2564,IDmYtkYMD,17/01/17 10:51,8223964.0,526911,48498,55358028,a,Mozilla Firefox,Mobile,0
2565,IDfYWKP1Q,10/01/17 18:33,9120728.0,290196,41640,74363610,e,Edge,Tablet,0
2566,IDYNRV1DK,17/01/17 17:39,9974352.0,320319,46450,47079934,f,Mozilla Firefox,Mobile,0
2567,ID8AvN2eo,15/01/17 16:54,7244768.0,456749,13412,77318092,f,Edge,Tablet,0
2568,IDCHq58Nz,13/01/17 20:18,5378237.0,612787,904,74363610,a,Mozilla Firefox,Mobile,0
2569,IDxgisDsv,15/01/17 17:40,2702187.0,8710,17714,74363610,b,Mozilla Firefox,Mobile,0
2570,IDker0qT7,12/01/17 18:34,3505290.0,382100,34670,56464503,a,Edge,Tablet,0
2571,IDVPZ7vzn,12/01/17 08:51,346047.0,824049,95113,65017662,e,Mozilla Firefox,Desktop,0
2572,IDgoPGgzh,20/01/17 15:55,1337569.0,286899,10345,42296429,b,Mozilla Firefox,Mobile,0
2573,IDMqk1Qbt,12/01/17 11:29,6111982.0,855845,33949,29624796,a,Mozilla Firefox,Desktop,0
2574,IDrUYT3qG,11/01/17 18:14,1088518.0,782153,82396,65017662,c,Mozilla Firefox,Desktop,0
2575,IDqbfvS0a,17/01/17 15:29,9681064.0,65990,74263,2050923,a,Mozilla Firefox,Mobile,0
2576,IDUeP9BQU,12/01/17 15:37,-1.0,791062,6906,99510044,b,Edge,Tablet,0
2577,IDBiIlSf6,19/01/17 07:36,8446984.0,163850,17714,26391770,a,Edge,Tablet,0
2578,ID71720Tz,14/01/17 15:32,3673753.0,69242,73248,57977218,b,Edge,Tablet,0
2579,IDnYZnKuf,18/01/17 10:55,9167442.0,412382,84974,91808273,b,Google Chrome,Mobile,0
2580,IDdvllhrQ,18/01/17 08:55,-1.0,303799,25491,49384126,b,Mozilla Firefox,Desktop,0
2581,IDk79esbd,17/01/17 12:00,6435329.0,476170,15912,7864011,c,Edge,Tablet,0
2582,IDXB0JyQ9,13/01/17 10:04,9543280.0,980434,44388,29916445,a,Mozilla Firefox,Mobile,0
2583,IDH7NQxr2,15/01/17 15:34,9354753.0,239347,97863,87807327,b,Mozilla Firefox,Desktop,0
